episode,start,text
https://www.youtube.com/watch?v=HAwNIlOkTb4,756.068,En als laatste nog een kleine opdracht voor hier!
https://www.youtube.com/watch?v=HAwNIlOkTb4,759.68,"Ik geef jullie twee infinitieven en die mag je 
allebei op twee manieren vervoegen."
https://www.youtube.com/watch?v=HAwNIlOkTb4,765.328,"De eerste is ""krijgen""."
https://www.youtube.com/watch?v=HAwNIlOkTb4,767.742,"""Ik ______ een complimentje van Kim."""
https://www.youtube.com/watch?v=HAwNIlOkTb4,772.572,Ja in het imperfectum dus.
https://www.youtube.com/watch?v=HAwNIlOkTb4,775.078,"""Ik ______ een complimentje van Kim."""
https://www.youtube.com/watch?v=HAwNIlOkTb4,778.174,"En het perfectum: ""Ik heb een complimentje 
van Kim _________."""
https://www.youtube.com/watch?v=HAwNIlOkTb4,784.705,"En met ""lezen"" 3 antwoorden."
https://www.youtube.com/watch?v=HAwNIlOkTb4,787.47,"""Ik ________ gisteren een mooi boek."""
https://www.youtube.com/watch?v=HAwNIlOkTb4,791.148,"""Wij ________ gister een mooi boek."""
https://www.youtube.com/watch?v=HAwNIlOkTb4,795.441,Dus allebei in het imperfectum.
https://www.youtube.com/watch?v=HAwNIlOkTb4,797.425,"En ""Wij hebben gisteren een mooi boek ________."""
https://www.youtube.com/watch?v=HAwNIlOkTb4,802.304,Dat is dus het perfectum.
https://www.youtube.com/watch?v=HAwNIlOkTb4,804.036,Oké! Dus 5 antwoorden in de reacties. Schrijf ze daar!
https://www.youtube.com/watch?v=HAwNIlOkTb4,808.204,Wil je nu meer leren over hoe je regelmatige werkwoorden vervoegt met de Sexy Softketchupregel
https://www.youtube.com/watch?v=HAwNIlOkTb4,817.237,of wanneer je het imperfectum of perfectum gebruikt
https://www.youtube.com/watch?v=HAwNIlOkTb4,821.634,of wanneer hebben of zijn gebruikt
https://www.youtube.com/watch?v=HAwNIlOkTb4,823.903,dan moet je even ook in de beschrijving kijken voor de links naar die video's.
https://www.youtube.com/watch?v=HAwNIlOkTb4,830.104,En wil je nog meer Nederlands leren met mij?
https://www.youtube.com/watch?v=HAwNIlOkTb4,834.155,Abonneer je dan op dit kanaal!
https://www.youtube.com/watch?v=HAwNIlOkTb4,836.405,En geef deze video een like als je hem leuk vond!
https://www.youtube.com/watch?v=HAwNIlOkTb4,840.731,En dan zie ik jullie weer in de volgende video!
https://www.youtube.com/watch?v=HAwNIlOkTb4,845.891,Doei!
https://www.youtube.com/watch?v=wVO94eFk0S4,0.0,"En, heb je je huiswerk gemaakt?"
https://www.youtube.com/watch?v=wVO94eFk0S4,3.16,Ja ik heb mijn huiswerk gemaakt.
https://www.youtube.com/watch?v=wVO94eFk0S4,6.45,En wat vond je moeilijk?
https://www.youtube.com/watch?v=wVO94eFk0S4,8.18,Ik vond de perfectum en imperfectum moeilijk...
https://www.youtube.com/watch?v=wVO94eFk0S4,20.13,Feestje!
https://www.youtube.com/watch?v=wVO94eFk0S4,21.72,Hallo Dutchies to be!
https://www.youtube.com/watch?v=wVO94eFk0S4,23.74,Het is een feestje!
https://www.youtube.com/watch?v=wVO94eFk0S4,26.66,Want ik zit nu ongeveer een halfjaar op YouTube
https://www.youtube.com/watch?v=wVO94eFk0S4,31.08,en binnen een halfjaar is mijn kanaal heel erg gegroeid
https://www.youtube.com/watch?v=wVO94eFk0S4,37.86,en ik ben heel blij met jullie allemaal!
https://www.youtube.com/watch?v=wVO94eFk0S4,42.36,Deze les gaat ook over het afgelopen halfjaar
https://www.youtube.com/watch?v=wVO94eFk0S4,48.87,want we gaan oefenen met de perfectum en de imperfectum.
https://www.youtube.com/watch?v=wVO94eFk0S4,55.34,Dit zijn twee vormen die je kunt gebruiken om te vertellen over de verleden tijd.
https://www.youtube.com/watch?v=wVO94eFk0S4,61.48,In het voorbeeld vroeg ik (ik als docent) aan de student:
https://www.youtube.com/watch?v=wVO94eFk0S4,67.48,"""heb je jouw huiswerk gemaakt?"""
https://www.youtube.com/watch?v=wVO94eFk0S4,71.88,"en: ""wat vond je moeilijk?"""
https://www.youtube.com/watch?v=wVO94eFk0S4,75.02,"Dus: ""heb je jouw huiswerk gemaakt"" is een zin in de perfectum."
https://www.youtube.com/watch?v=wVO94eFk0S4,81.12,"En de imperfectum is de zin met: ""wat vond je moeilijk?"""
https://www.youtube.com/watch?v=wVO94eFk0S4,87.66,"In deze video gaat het niet over hoe je de
werkwoorden moet vervoegen,"
https://www.youtube.com/watch?v=wVO94eFk0S4,93.1,"zoals ""gemaakt"" of ""vond""."
https://www.youtube.com/watch?v=wVO94eFk0S4,95.92,"En het gaat ook niet over wanneer je ""hebben"" of ""zijn"" gebruikt voor de perfectum"
https://www.youtube.com/watch?v=wVO94eFk0S4,102.2,"zoals het verschil tussen ""ik HEB gemaakt"" of ""ik BEN begonnen""."
https://www.youtube.com/watch?v=wVO94eFk0S4,108.78,"Dus ""hebben"" of ""zijn"""
https://www.youtube.com/watch?v=wVO94eFk0S4,110.56,"Nee, deze video is bedoeld om jou te laten zien"
https://www.youtube.com/watch?v=wVO94eFk0S4,115.82,WANNEER je de IMPERFECTUM gebruikt en WANNEER je de PERFECTUM gebruikt
https://www.youtube.com/watch?v=wVO94eFk0S4,122.54,"als je praat over iets wat is gebeurd, dus in het verleden is"
https://www.youtube.com/watch?v=wVO94eFk0S4,127.36,of wat in het verleden is begonnen en nu nog steeds zo is.
https://www.youtube.com/watch?v=wVO94eFk0S4,132.76,En grofweg kun je zeggen dat de perfectum gebruikt wordt
https://www.youtube.com/watch?v=wVO94eFk0S4,139.38,"om nadruk te leggen op
iets wat al klaar is: ""heb je jouw huiswerk gemaakt?"""
https://www.youtube.com/watch?v=wVO94eFk0S4,147.4,Het is klaar en dus een resultaat heeft.
https://www.youtube.com/watch?v=wVO94eFk0S4,150.92,En de imperfectum wordt vaak gebruikt om dingen te beschrijven
https://www.youtube.com/watch?v=wVO94eFk0S4,155.84,"bijvoorbeeld een verhaal, een situatie of een gevoel zoals ""vond je het moeilijk?"""
https://www.youtube.com/watch?v=wVO94eFk0S4,162.68,"Er zijn nog een paar ander soort ""patronen"""
https://www.youtube.com/watch?v=wVO94eFk0S4,165.48,wanneer je de perfectum gebruikt en wanneer de imperfectum.
https://www.youtube.com/watch?v=wVO94eFk0S4,169.68,En soms kun je ze allebei gebruiken.
https://www.youtube.com/watch?v=wVO94eFk0S4,172.72,"En om jullie dit te laten zien, lees ik dit
verhaal voor."
https://www.youtube.com/watch?v=wVO94eFk0S4,177.54,Dit is mijn verhaal over het afgelopen halfjaar:
https://www.youtube.com/watch?v=wVO94eFk0S4,182.0,Hoe ik ben begonnen en hoe het is gegaan...
https://www.youtube.com/watch?v=wVO94eFk0S4,185.96,En eerst ga ik dat voorlezen
https://www.youtube.com/watch?v=wVO94eFk0S4,188.62,en soms zie je foto's of filmpjes om het een beetje leuker te maken.
https://www.youtube.com/watch?v=wVO94eFk0S4,194.3,En daarna gaan we samen nog naar de zinnen kijken
https://www.youtube.com/watch?v=wVO94eFk0S4,197.44,en vertel ik over de zinnen die in de verleden tijd staan
https://www.youtube.com/watch?v=wVO94eFk0S4,203.04,waarom hier de perfectum of de imperfectum is gebruikt.
https://www.youtube.com/watch?v=wVO94eFk0S4,208.1,"Oké,  ben je er klaar voor?"
https://www.youtube.com/watch?v=wVO94eFk0S4,347.82,"Oké, dan gaan wij nu samen naar deze
tekst kijken."
https://www.youtube.com/watch?v=wVO94eFk0S4,354.3,Ik ga naar mijn bureau.
https://www.youtube.com/watch?v=wVO94eFk0S4,356.9,Laten we dat maar meteen gaan doen!
https://www.youtube.com/watch?v=wVO94eFk0S4,358.9,Oké nu ZIT ik op mijn computer...
https://www.youtube.com/watch?v=wVO94eFk0S4,362.46,"Klinkt raar ,maar zo kun je het zeggen:
""ik ZIT op mijn computer""..."
https://www.youtube.com/watch?v=wVO94eFk0S4,368.84,En jullie zien het word document hier.
https://www.youtube.com/watch?v=wVO94eFk0S4,372.58,Dus we gaan alleen de zinnen lezen met de verledenstijdvorm
https://www.youtube.com/watch?v=wVO94eFk0S4,377.62,anders is het te veel en te saai.
https://www.youtube.com/watch?v=wVO94eFk0S4,380.8,We beginnen dus met zin twee
https://www.youtube.com/watch?v=wVO94eFk0S4,382.6,"""Voordat ik docent werd heb ik Nederlands gestudeerd en heb ik twee jaar een PhD gedaan."""
https://www.youtube.com/watch?v=wVO94eFk0S4,391.82,"Oké, de eerste zin is een imperfectum, de tweede staan allebei in de perfectum."
https://www.youtube.com/watch?v=wVO94eFk0S4,399.34,Hier zie je een chronologie en het is hier dus belangrijk
https://www.youtube.com/watch?v=wVO94eFk0S4,403.68,"dat met de perfectum
wordt aangegeven dat de studie en de PhD klaar zijn."
https://www.youtube.com/watch?v=wVO94eFk0S4,411.18,"Dus nadruk op het einde, het resultaat."
https://www.youtube.com/watch?v=wVO94eFk0S4,415.48,En daarna komt dus een nieuwe periode
https://www.youtube.com/watch?v=wVO94eFk0S4,419.32,"en dit is een specifiek moment hier, dus de imperfectum kun je hier gebruiken voor een specifiek moment."
https://www.youtube.com/watch?v=wVO94eFk0S4,426.74,"Zin 3: ""tijdens mijn PhD die deed ik onderzoek en gaf ik soms presentaties."""
https://www.youtube.com/watch?v=wVO94eFk0S4,434.76,"Dit is voor een langere periode en dan
gebruik je vaak de imperfectum."
https://www.youtube.com/watch?v=wVO94eFk0S4,441.7,"Iets wat steeds terugkeert, something that's recurring, over een langere periode"
https://www.youtube.com/watch?v=wVO94eFk0S4,448.74,dan gebruik je dus de imperfectum.
https://www.youtube.com/watch?v=wVO94eFk0S4,451.68,"Dan zin 4: ""ik hield veel van mijn onderzoek""."
https://www.youtube.com/watch?v=wVO94eFk0S4,455.44,"Oké, de imperfectum omdat je iets zegt
over jouw gevoel en dat was voor een lange tijd."
https://www.youtube.com/watch?v=wVO94eFk0S4,462.42,"En dan zin 5: ""toch ben ik met mijn PhD gestopt, omdat het teveel stress opleverde."""
https://www.youtube.com/watch?v=wVO94eFk0S4,470.26,"Hier ""ik ben gestopt"": dat is een keer."
https://www.youtube.com/watch?v=wVO94eFk0S4,474.1,Dus je ziet: de imperfectum heeft dingen die regelmatig voorkomen (recurring).
https://www.youtube.com/watch?v=wVO94eFk0S4,480.88,"De perfectum heeft vaak dingen die
een keer voorkomen, dus: ""ik ben gestopt""."
https://www.youtube.com/watch?v=wVO94eFk0S4,486.84,"En de reden: ""omdat het teveel stress opleverde"": voor een lange tijd niet alleen een dag."
https://www.youtube.com/watch?v=wVO94eFk0S4,494.4,In deze paragraaf vertel ik iets over het eerste halfjaar.
https://www.youtube.com/watch?v=wVO94eFk0S4,499.86,"Dus hier schets ik een situatie, hier vertel ik een kort verhaal."
https://www.youtube.com/watch?v=wVO94eFk0S4,505.66,En vaak leid je dat in met eerst een zin in de perfectum
https://www.youtube.com/watch?v=wVO94eFk0S4,511.99,en daarna gebruik je meestal zinnen in de imperfectum.
https://www.youtube.com/watch?v=wVO94eFk0S4,516.969,"Dus, hier zien we ook bij zin zeven:"
https://www.youtube.com/watch?v=wVO94eFk0S4,520.54,"""afgelopen jaar ben ik begonnen met het maken van video's""."
https://www.youtube.com/watch?v=wVO94eFk0S4,525.42,Dit is ook een keer: je begint een keer
https://www.youtube.com/watch?v=wVO94eFk0S4,528.64,"en daarna gebruik ik elke keer de
""imperfectumvorm"" in alle zinnen"
https://www.youtube.com/watch?v=wVO94eFk0S4,534.76,"om dus dit verhaal te vertellen en alles te
beschrijven."
https://www.youtube.com/watch?v=wVO94eFk0S4,538.959,"""Ik publiceerde mijn eerste video"""
https://www.youtube.com/watch?v=wVO94eFk0S4,541.34,"""Deze en de andere videos ging over woorden."""
https://www.youtube.com/watch?v=wVO94eFk0S4,545.48,"""Al snel kreeg ik veel volgers en wilde ik
meer onderwerpen behandelen."""
https://www.youtube.com/watch?v=wVO94eFk0S4,552.04,"""Mijn lijst met onderwerpen groeide met de dag."""
https://www.youtube.com/watch?v=wVO94eFk0S4,556.04,Dus hier zie je een hele beschrijving.
https://www.youtube.com/watch?v=wVO94eFk0S4,558.36,Dan in de laatste paragraaf gaan we naar het nu.
https://www.youtube.com/watch?v=wVO94eFk0S4,561.9,"En daarin is alleen een zin in de
perfectum, namelijk zin 16:"
https://www.youtube.com/watch?v=wVO94eFk0S4,567.66,"""In zes maanden tijd is mijn YouTubekanaal gegroeid van 1 naar meer dan 3000 volgers."""
https://www.youtube.com/watch?v=wVO94eFk0S4,577.26,Nog steeds: Wow! Zo cool!
https://www.youtube.com/watch?v=wVO94eFk0S4,580.36,Hier gebruik je de perfectum om te zeggen dat iets in het verleden is begonnen en nog steeds actueel is.
https://www.youtube.com/watch?v=wVO94eFk0S4,590.74,"Dus ja: ""is ... gegroeid"", maar dat is tot en met nu en het groeit nog steeds."
https://www.youtube.com/watch?v=wVO94eFk0S4,597.36,Dus daarom gebruik je hier de perfectum.
https://www.youtube.com/watch?v=wVO94eFk0S4,600.98,Soms kun je ook allebei de vormen gebruiken.
https://www.youtube.com/watch?v=wVO94eFk0S4,604.13,Ik zal een voorbeeld geven hier in deze tekst en dat is zin acht.
https://www.youtube.com/watch?v=wVO94eFk0S4,609.62,"Zin zeven is: ""afgelopen zomer ben ik begonnen""."
https://www.youtube.com/watch?v=wVO94eFk0S4,613.12,"Dus hier zeg je: ja het is een specifiek
moment dat je begint."
https://www.youtube.com/watch?v=wVO94eFk0S4,618.06,"""En ik publiceerde mijn eerste video""."
https://www.youtube.com/watch?v=wVO94eFk0S4,620.72,Dit kan dus met de imperfectum zoals ik hier heb gedaan.
https://www.youtube.com/watch?v=wVO94eFk0S4,624.64,"Maar je zou ook kunnen
zeggen: ""Ik HEB mijn eerste video GEPUBLICEERD"""
https://www.youtube.com/watch?v=wVO94eFk0S4,629.46,want dat is ook alleen een keer.
https://www.youtube.com/watch?v=wVO94eFk0S4,631.6,Soms kun je ze dus allebei gebruiken.
https://www.youtube.com/watch?v=wVO94eFk0S4,634.18,Misschien vind je het fijn om deze tekst
https://www.youtube.com/watch?v=wVO94eFk0S4,637.37,"- een uitgebreide versie waar ik alles bij
heb geschreven waarom deze vorm hier is-"
https://www.youtube.com/watch?v=wVO94eFk0S4,643.9,om die zelf te hebben.
https://www.youtube.com/watch?v=wVO94eFk0S4,645.94,En om een overzicht te hebben met wanneer je de imperfectum en wanneer je de perfectum gebruikt.
https://www.youtube.com/watch?v=wVO94eFk0S4,651.76,"Die kun je via de Patreon website downloaden als je een
patron van mijn wordt."
https://www.youtube.com/watch?v=wVO94eFk0S4,658.54,Dan krijg je toegang tot veel meer materialen
https://www.youtube.com/watch?v=wVO94eFk0S4,661.62,"zoals extra teksten, extra podcast, toegang tot online lessen"
https://www.youtube.com/watch?v=wVO94eFk0S4,667.1,en dus extra materialen die je kunt downloaden
https://www.youtube.com/watch?v=wVO94eFk0S4,671.06,om je nog meer te kunnen verdiepen in het Nederlands.
https://www.youtube.com/watch?v=wVO94eFk0S4,674.62,En tegelijkertijd sponsor je mij; mijn project.
https://www.youtube.com/watch?v=wVO94eFk0S4,678.52,Want ik heb dus al heel veel video's gemaakt
https://www.youtube.com/watch?v=wVO94eFk0S4,682.06,- zoals je ziet -
https://www.youtube.com/watch?v=wVO94eFk0S4,683.08,en ik wil er nog veel meer maken!
https://www.youtube.com/watch?v=wVO94eFk0S4,686.18,Dus als je mijn project helemaal fantastisch vindt en wilt steunen
https://www.youtube.com/watch?v=wVO94eFk0S4,691.26,dan zou je mij nog blijer maken vandaag!
https://www.youtube.com/watch?v=wVO94eFk0S4,694.18,En als huiswerk: kun je mij vertellen wat jij vandaag of vorig weekend hebt gedaan?
https://www.youtube.com/watch?v=wVO94eFk0S4,703.48,In de reacties: vertel mij wat jij hebt gedaan!
https://www.youtube.com/watch?v=wVO94eFk0S4,708.04,En HEB je je nog niet GEABONNEERD?
https://www.youtube.com/watch?v=wVO94eFk0S4,711.46,Doe dat dan nu!
https://www.youtube.com/watch?v=wVO94eFk0S4,712.91,"Oké, ik zie jullie snel! Doei!"
https://www.youtube.com/watch?v=1bkm7pkQaaw,2.975,Je kan het! Je kan het! Je kan het!
https://www.youtube.com/watch?v=1bkm7pkQaaw,7.324,"Kim, ik wil je iets zeggen."
https://www.youtube.com/watch?v=1bkm7pkQaaw,9.473,Ik denk de hele dag over je... 
https://www.youtube.com/watch?v=1bkm7pkQaaw,12.904,Ik ben verliefd met jou.
https://www.youtube.com/watch?v=1bkm7pkQaaw,16.212,Echt waar? Ben je verliefd OP me
https://www.youtube.com/watch?v=1bkm7pkQaaw,19.762,en denk je de hele dag AAN mij?
https://www.youtube.com/watch?v=1bkm7pkQaaw,22.934,"Oké, ja! Ik denk de hele dag AAN je en ik ben verliefd OP jou!"
https://www.youtube.com/watch?v=1bkm7pkQaaw,34.754,"Hallo allemaal, Dutchies to be!"
https://www.youtube.com/watch?v=1bkm7pkQaaw,37.498,In deze les leer ik jullie over werkwoorden met preposities.
https://www.youtube.com/watch?v=1bkm7pkQaaw,43.259,En het zijn geen scheidbare werkwoorden.
https://www.youtube.com/watch?v=1bkm7pkQaaw,46.581,Bij een scheidbaar werkwoord zit de prepositie hier vast aan het werkwoord.
https://www.youtube.com/watch?v=1bkm7pkQaaw,54.268,"Nee, dat is niet wat we doen vandaag."
https://www.youtube.com/watch?v=1bkm7pkQaaw,57.159,Vandaag wil ik jullie laten zien dat je de werkwoorden met preposities in drie categorieën kunt verdelen.
https://www.youtube.com/watch?v=1bkm7pkQaaw,64.352,"Of althans, ik doe dat."
https://www.youtube.com/watch?v=1bkm7pkQaaw,67.411,Categorie 1 dat zijn werkwoorden die je ook wel zonder de prepositie kunt gebruiken
https://www.youtube.com/watch?v=1bkm7pkQaaw,75.297,en waarbij eigenlijk de betekenis van het werkwoord dan ook hetzelfde blijft.
https://www.youtube.com/watch?v=1bkm7pkQaaw,79.641,En vaak zijn dit ook werkwoorden waarbij je verschillende soorten preposities kunt gebruiken.
https://www.youtube.com/watch?v=1bkm7pkQaaw,85.44,In categorie 2 vallen werkwoorden waarbij je altijd een prepositie moet gebruiken
https://www.youtube.com/watch?v=1bkm7pkQaaw,91.52,en in categorie 3 gaan we werkwoorden zien die je ook zonder prepositie kunt gebruiken
https://www.youtube.com/watch?v=1bkm7pkQaaw,98.854,maar waarbij de betekenis dan iets heel anders is.
https://www.youtube.com/watch?v=1bkm7pkQaaw,102.798,Dus je hebt zeg maar het werkwoord zonder prepositie
https://www.youtube.com/watch?v=1bkm7pkQaaw,107.122,en dan het werkwoord met een prepositie waarbij de betekenis dus anders wordt.
https://www.youtube.com/watch?v=1bkm7pkQaaw,114.023,"Aan het eind wil ik ook nog laten zien dat we drie preposities hebben - namelijk NAAR, MET en UIT."
https://www.youtube.com/watch?v=1bkm7pkQaaw,122.604,En deze drie preposities veranderen soms van vorm.
https://www.youtube.com/watch?v=1bkm7pkQaaw,127.478,Deze les hoort trouwens bij de Intermediate Course.
https://www.youtube.com/watch?v=1bkm7pkQaaw,131.213,Dit is les 7 van deze cursus.
https://www.youtube.com/watch?v=1bkm7pkQaaw,134.321,Dus als je je inschrijft of als je al ingeschreven bent voor de cursus
https://www.youtube.com/watch?v=1bkm7pkQaaw,139.563,"dan kun je hier oefenen met de werkwoorden,"
https://www.youtube.com/watch?v=1bkm7pkQaaw,143.753,je kunt een hele lijst downloaden met frequente werkwoorden en hun voorzetsels (hun preposities)
https://www.youtube.com/watch?v=1bkm7pkQaaw,150.689,en je kan natuurlijk met nog veel meer andere dingen oefenen.
https://www.youtube.com/watch?v=1bkm7pkQaaw,155.671,Laten we beginnen met de makkelijkste categorie en dat zijn werkwoorden die je ook op zich wel zonder prepositie kunt gebruiken
https://www.youtube.com/watch?v=1bkm7pkQaaw,164.997,en waarbij de betekenis hetzelfde is als je ze ook met prepositie gebruikt.
https://www.youtube.com/watch?v=1bkm7pkQaaw,171.145,Ik ga een paar voorbeelden geven.
https://www.youtube.com/watch?v=1bkm7pkQaaw,173.927,"De eerste is ""bellen""."
https://www.youtube.com/watch?v=1bkm7pkQaaw,179.184,"Je kan een zin maken zonder prepositie, namelijk:"
https://www.youtube.com/watch?v=1bkm7pkQaaw,182.701,"""Ik heb vandaag mijn moeder gebeld."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,188.374,Maar je kunt ook bijvoorbeeld zeggen:
https://www.youtube.com/watch?v=1bkm7pkQaaw,191.272,"""Ik heb vandaag MET mijn moeder gebeld."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,198.72,"Of bijvoorbeeld ""bellen naar"" kan ook."
https://www.youtube.com/watch?v=1bkm7pkQaaw,201.749,"Bijvoorbeeld: ""Ik bel NAAR mijn moeder."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,204.72,"""Ik bel NAAR de klantenservice."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,207.932,"In dit geval ""Ik bel NAAR mijn moeder"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,210.553,"of ""Ik bel NAAR de klantenservice"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,213.093,daarbij kan je NAAR ook wel weglaten.
https://www.youtube.com/watch?v=1bkm7pkQaaw,216.015,"""Ik bel de klantenservice."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,222.0,"""Ik bel mijn moeder."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,225.168,"""Betalen"" betekent ""to pay""."
https://www.youtube.com/watch?v=1bkm7pkQaaw,227.803,Je kan bijvoorbeeld een zin maken zoals:
https://www.youtube.com/watch?v=1bkm7pkQaaw,230.417,"""Heb jij betaald?"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,233.44,Maar je kan ook preposities toevoegen en dan krijg je een wel een andere betekenis in de zin
https://www.youtube.com/watch?v=1bkm7pkQaaw,239.871,"maar ""betalen"" betekent nog steeds ""to pay""."
https://www.youtube.com/watch?v=1bkm7pkQaaw,242.835,"Dus bijvoorbeeld: ""Ik betaal BIJ de kassa."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,247.784,"""Ik betaal VOOR de koffie."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,251.504,"""Ik betaal AAN de ober."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,253.702,"Of: ""Ik betaal MET een creditcard."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,257.197,"Dus je kan verschillende preposities gebruiken maar ""betalen"" blijft hetzelfde betekenen."
https://www.youtube.com/watch?v=1bkm7pkQaaw,264.49,"Bijvoorbeeld ook ""blijven"", dat betekent ""to stay""."
https://www.youtube.com/watch?v=1bkm7pkQaaw,268.855,Ik kan bijvoorbeeld zeggen:
https://www.youtube.com/watch?v=1bkm7pkQaaw,270.869,"""Ik blijf hier nog even."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,274.72,Maar ik kan ook bijvoorbeeld zeggen:
https://www.youtube.com/watch?v=1bkm7pkQaaw,277.007,"""Ik blijf nog even OP het feestje."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,284.4,"""Blijf je vanavond BIJ me?"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,290.401,"Dus: ""Blijf je BIJ me."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,292.893,"Dus ik kan zeggen: ""Ik blijf nog even."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,295.429,"Of: ""Ik blijf nog even OP het feestje."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,299.787,"""En wil jij BIJ mij blijven?"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,303.288,"Nog een voorbeeld: ""geld verdienen""."
https://www.youtube.com/watch?v=1bkm7pkQaaw,305.804,"""Geld verdienen"" betekent ""to make/earn money""."
https://www.youtube.com/watch?v=1bkm7pkQaaw,310.979,Bijvoorbeeld een vraag die Nederlanders leuk vinden om te stellen is:
https://www.youtube.com/watch?v=1bkm7pkQaaw,315.59,"""Verdien jij veel geld?"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,317.893,"Of: ""Hoeveel verdien jij?"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,325.12,Maar ik kan ook bijvoorbeeld MET gebruiken in de zin:
https://www.youtube.com/watch?v=1bkm7pkQaaw,329.725,"""Ik verdien geld MET online cursussen maken."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,341.79,"""Geld verdienen met""."
https://www.youtube.com/watch?v=1bkm7pkQaaw,343.873,En we hebben natuurlijk ook heel veel werkwoorden van beweging en van posities.
https://www.youtube.com/watch?v=1bkm7pkQaaw,349.95,"Dus: lopen, rijden, zitten, staan, etc..."
https://www.youtube.com/watch?v=1bkm7pkQaaw,355.682,en hierbij kun je ook altijd een prepositie gebruiken om jouw positie of jouw richting aan te geven.
https://www.youtube.com/watch?v=1bkm7pkQaaw,365.339,"Dus bijvoorbeeld: ""Ik lig OP bed."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,368.221,"""Ik lig IN bad."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,369.838,"""Ik loop NAAR de supermarkt."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,372.503,"""Ik loop DOOR het bos."""
https://www.youtube.com/watch?v=1bkm7pkQaaw,374.996,En dit heeft dan te maken met jouw positie en jouw richting
https://www.youtube.com/watch?v=1bkm7pkQaaw,380.92,en natuurlijk kun je die dus ook weg laten.
https://www.youtube.com/watch?v=1bkm7pkQaaw,384.17,"Dus bijvoorbeeld: ""Ik zit, ik leef, ik loop, ik rijd, etcetera etcetera etcetera!"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,390.185,Categorie 2: dit zijn werkwoorden die je altijd met een prepositie moet gebruiken.
https://www.youtube.com/watch?v=1bkm7pkQaaw,396.198,Als je dat niet doet dan laat je vaak ook een deel van de zin weg en dan klinkt de zin raar.
https://www.youtube.com/watch?v=1bkm7pkQaaw,403.292,"Een voorbeeld is ""denken aan"" (to think about/of)."
https://www.youtube.com/watch?v=1bkm7pkQaaw,409.67,"Dus ""denken"" is ""to think""."
https://www.youtube.com/watch?v=1bkm7pkQaaw,412.866,Zoals ook in de intro:
https://www.youtube.com/watch?v=1bkm7pkQaaw,414.871,"""Ik denk de hele dag AAN jou!"" "
https://www.youtube.com/watch?v=1bkm7pkQaaw,417.643,"Ja, je kan wel zeggen ""Ik denk"", maar dat is niet een volledige zin."
https://www.youtube.com/watch?v=1bkm7pkQaaw,422.904,"Als je een volledige zin gebruikt, dan moet je eigenlijk ook altijd wel ""denken aan"" gebruiken."
https://www.youtube.com/watch?v=1bkm7pkQaaw,430.325,"Want dit is een transitief werkwoord, een overgankelijk werkwoord."
https://www.youtube.com/watch?v=1bkm7pkQaaw,436.288,Dus je moet eigenlijk ook altijd expliciet maken waaraan je dan denkt.
https://www.youtube.com/watch?v=1bkm7pkQaaw,442.87,"Want als ik zeg: ""Ik denk"","
https://www.youtube.com/watch?v=1bkm7pkQaaw,444.757,"dan vraag jij aan mij natuurlijk: ""Waaraan denk jij?"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,449.142,"""Nou, ik denk de hele dag AAN jou!"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,452.891,"Een ander voorbeeld is ""kennismaken met"" (to meet someone/ to get acquainted with someone)."
https://www.youtube.com/watch?v=1bkm7pkQaaw,461.005,"""Hebben jullie al MET elkaar kennis gemaakt?"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,471.04,"Maar je gebruikt hier dus ook weer ""kennismaken met"""
https://www.youtube.com/watch?v=1bkm7pkQaaw,474.887,want je moet ook weer expliciet maken wie die andere persoon is.
https://www.youtube.com/watch?v=1bkm7pkQaaw,480.283,De derde categorie is het aller interessantst!
